claim_act_id,pet_id,claim_type,act_date_month,claim_creation_month,claim_close_month,paid_by_client,claims_reimbursed
C_sxvyoutf_1,p756,MALADIE,2022-04-01,2022-04-01,2022-04-01,42,42.0
C_k0cn852w_1,p309,PREVENTION,2022-08-01,2022-08-01,2022-08-01,80.7,80.7
C_k45y8woz_2,p901,PREVENTION,2022-07-01,2022-07-01,2022-07-01,6.9,6.9
C_tpxzwb50_1,p558,ACCIDENT,2022-01-01,2022-01-01,2022-01-01,15.15,15.15
C_tpxzwb50_2,p558,ACCIDENT,2022-01-01,2022-01-01,2022-01-01,39.9,39.9
C_tpxzwb50_3,p558,ACCIDENT,2022-01-01,2022-01-01,2022-01-01,11.6,11.6
C_c3wxtuc3_1,p137,PREVENTION,2022-01-01,2022-01-01,2022-01-01,65,65.0
C_c3wxtuc3_2,p137,PREVENTION,2022-01-01,2022-01-01,2022-01-01,8.5,8.5
C_3dsz0gcr_1,p786,PREVENTION,2022-01-01,2022-01-01,2022-01-01,327.3,100.0
C_5w76h0gp_1,p1259,PREVENTION,2022-01-01,2022-01-01,2022-01-01,15.7,15.7
C_ln3wwx91_1,p1142,PREVENTION,2022-01-01,2022-01-01,2022-01-01,53,53.0
C_ln3wwx91_2,p1142,PREVENTION,2022-01-01,2022-01-01,2022-01-01,9.1,9.1
C_9ma0z8e3_1,p734,PREVENTION,2022-01-01,2022-01-01,2022-01-01,83,83.0
C_ewzk1xkv_1,p116,MALADIE,2022-01-01,2022-01-01,2022-01-01,47,47.0
C_ewzk1xkv_4,p116,MALADIE,2022-01-01,2022-01-01,2022-01-01,14,14.0
C_ewzk1xkv_3,p116,MALADIE,2022-01-01,2022-01-01,2022-01-01,18,18.0
C_2rrfv3eq_1,p1055,PREVENTION,2022-01-01,2022-01-01,2022-01-01,100.03,100.0
C_yony23on_1,p1255,PREVENTION,2022-01-01,2022-01-01,2022-01-01,55.8,55.8
C_3r5hff4l_1,p346,PREVENTION,2022-01-01,2022-01-01,2022-01-01,79.5,79.5
C_j40qqro2_1,p510,PREVENTION,2022-01-01,2022-02-01,2022-02-01,9.5,9.5
C_utdzwqms_1,p82,PREVENTION,2022-01-01,2022-01-01,2022-01-01,36,36.0
C_utdzwqms_3,p82,PREVENTION,2022-01-01,2022-01-01,2022-01-01,8,8.0
C_utdzwqms_2,p82,PREVENTION,2022-01-01,2022-01-01,2022-01-01,13.5,13.5
C_xjpcti1i_1,p267,PREVENTION,2022-01-01,2022-02-01,2022-02-01,276,100.0
C_dtomevd0_1,p895,PREVENTION,2022-01-01,2022-02-01,2022-02-01,276,100.0
C_ivldqmno_1,p911,ACCIDENT,2022-01-01,2022-01-01,2022-01-01,145.5,116.4
C_x2iiqsvl_1,p911,ACCIDENT,2022-01-01,2022-02-01,2022-02-01,78,62.4
C_h4a53s6h_1,p756,PREVENTION,2022-01-01,2022-01-01,2022-01-01,56.4,56.4
C_x5n3pyl8_1,p594,PREVENTION,2022-01-01,2022-01-01,2022-01-01,67.5,67.5
C_tvurigr2_1,p429,PREVENTION,2022-01-01,2022-01-01,2022-02-01,104,100.0
C_ne75e9jj_1,p157,PREVENTION,2022-01-01,2022-02-01,2022-02-01,54,54.0
C_07nv7xdv_1,p1346,PREVENTION,2022-01-01,2022-01-01,2022-01-01,85,85.0
C_D_123138KBC_1,p1038,PREVENTION,2022-01-01,2022-01-01,2022-01-01,150.4,100.0
C_v47npn1y_1,p1148,PREVENTION,2022-01-01,2022-02-01,2022-03-01,73,73.0
C_h7nqnl2x_1,p978,PREVENTION,2022-01-01,2022-01-01,2022-01-01,9.11,9.11
C_3slg1wt9_1,p137,PREVENTION,2022-01-01,2022-01-01,2022-01-01,92,26.5
C_qljk0l5u_1,p1019,PREVENTION,2022-01-01,2022-04-01,2022-04-01,60,60.0
C_qljk0l5u_2,p1019,PREVENTION,2022-01-01,2022-04-01,2022-04-01,5.6,5.6
C_6rc3bxms_1,p970,PREVENTION,2022-01-01,2022-02-01,2022-02-01,89,89.0
C_qljk0l5u_3,p1019,PREVENTION,2022-01-01,2022-04-01,2022-04-01,57.2,34.4
C_chs6d5jm_1,p1291,ACCIDENT,2022-01-01,2022-02-01,2022-06-01,566,452.8
C_srifzjqc_1,p1176,PREVENTION,2022-01-01,2022-05-01,2022-05-01,63,63.0
C_zrxdphdy_3,p1299,PREVENTION,2022-02-01,2022-04-01,2022-05-01,47,47.0
C_zrxdphdy_4,p1299,PREVENTION,2022-02-01,2022-04-01,2022-05-01,20.1,20.1
C_hjk9yvo8_1,p363,PREVENTION,2022-02-01,2022-02-01,2022-02-01,37.16,37.16
C_o7nrpy7a_1,p1208,PREVENTION,2022-02-01,2022-02-01,2022-02-01,37.16,37.16
C_46256cb6_1,p114,PREVENTION,2022-02-01,2022-02-01,2022-02-01,43.28,43.28
C_6xpfh8n4_2,p1259,PREVENTION,2022-02-01,2022-02-01,2022-02-01,8.5,8.5
C_s247j90o_3,p275,PREVENTION,2022-02-01,2022-02-01,2022-02-01,13.5,13.5
C_s247j90o_1,p275,PREVENTION,2022-02-01,2022-02-01,2022-02-01,65,65.0
C_s247j90o_2,p275,PREVENTION,2022-02-01,2022-02-01,2022-02-01,13.5,13.5
C_uw4zpfmg_4,p21,PREVENTION,2022-02-01,2022-02-01,2022-02-01,28.7,28.7
C_uw4zpfmg_2,p21,PREVENTION,2022-02-01,2022-02-01,2022-02-01,58.2,58.2
C_s3q57wyh_4,p552,PREVENTION,2022-02-01,2022-02-01,2022-03-01,13.2,13.2
C_s3q57wyh_2,p552,PREVENTION,2022-02-01,2022-02-01,2022-03-01,13.1,13.1
C_s3q57wyh_3,p552,PREVENTION,2022-02-01,2022-02-01,2022-03-01,12.3,12.3
C_s3q57wyh_1,p552,PREVENTION,2022-02-01,2022-02-01,2022-03-01,59,59.0
C_x6k8aiku_1,p471,PREVENTION,2022-02-01,2022-02-01,2022-02-01,169.3,100.0
C_f9a85ink_1,p596,PREVENTION,2022-02-01,2022-02-01,2022-02-01,40,40.0
C_8mjbc401_2,p1175,PREVENTION,2022-02-01,2022-02-01,2022-02-01,7,7.0
C_8mjbc401_1,p1175,PREVENTION,2022-02-01,2022-02-01,2022-02-01,50,50.0
C_7ihm91tf_2,p1300,PREVENTION,2022-02-01,2022-02-01,2022-02-01,7.21,7.21
C_7ihm91tf_3,p1300,PREVENTION,2022-02-01,2022-02-01,2022-02-01,14.37,14.37
C_6xmx3axp_2,p344,PREVENTION,2022-02-01,2022-02-01,2022-02-01,17,17.0
C_6xmx3axp_3,p344,PREVENTION,2022-02-01,2022-02-01,2022-02-01,11.2,11.2
C_6xmx3axp_4,p344,PREVENTION,2022-02-01,2022-02-01,2022-02-01,2.8,2.8
C_6xmx3axp_1,p344,PREVENTION,2022-02-01,2022-02-01,2022-02-01,64,64.0
C_qjdk4a9a_1,p293,PREVENTION,2022-02-01,2022-02-01,2022-02-01,82.75,82.75
C_mw446y0f_1,p1289,PREVENTION,2022-02-01,2022-02-01,2022-02-01,19.61,19.61
C_22tcw6fe_3,p1049,PREVENTION,2022-02-01,2022-02-01,2022-02-01,14.5,14.5
C_22tcw6fe_1,p1049,PREVENTION,2022-02-01,2022-02-01,2022-02-01,73,73.0
C_aeq6k5zy_1,p1146,PREVENTION,2022-02-01,2022-02-01,2022-02-01,239.9,100.0
C_5150sgrb_1,p94,MALADIE,2022-02-01,2022-02-01,2022-02-01,68.8,68.8
C_ldr126ex_1,p191,PREVENTION,2022-02-01,2022-03-01,2022-03-01,77,77.0
C_ldr126ex_2,p191,PREVENTION,2022-02-01,2022-03-01,2022-03-01,7.3,7.3
C_t53b92ep_2,p510,PREVENTION,2022-02-01,2022-02-01,2022-03-01,6.4,2.9
C_2u9deg9c_2,p1017,PREVENTION,2022-02-01,2022-02-01,2022-02-01,14.6,14.6
C_2u9deg9c_1,p1017,PREVENTION,2022-02-01,2022-02-01,2022-02-01,4.4,4.4
C_j14ivefr_1,p34,MALADIE,2022-02-01,2022-02-01,2022-02-01,105.96,105.96
C_5kme3vwc_1,p34,MALADIE,2022-02-01,2022-02-01,2022-02-01,15.02,15.02
C_deegtqup_1,p34,MALADIE,2022-02-01,2022-03-01,2022-03-01,67,67.0
C_og0jd247_1,p34,MALADIE,2022-02-01,2022-03-01,2022-03-01,69.02,69.02
C_etobdkta_2,p34,MALADIE,2022-02-01,2022-04-01,2022-04-01,86.64,86.64
C_etobdkta_1,p34,MALADIE,2022-02-01,2022-04-01,2022-04-01,22.9,22.9
C_hx751y2n_1,p34,MALADIE,2022-02-01,2022-04-01,2022-04-01,44.1,44.1
C_7xcdduyz_3,p34,MALADIE,2022-02-01,2022-05-01,2022-05-01,51.2,51.2
C_c92uhr6h_1,p34,MALADIE,2022-02-01,2022-07-01,2022-07-01,52.8,52.8
C_14ncwggv_1,p34,MALADIE,2022-02-01,2022-08-01,2022-08-01,49.2,49.2
C_14ncwggv_2,p34,MALADIE,2022-02-01,2022-08-01,2022-08-01,124.2,124.2
C_ih088eer_1,p34,MALADIE,2022-02-01,2022-09-01,2022-09-01,52.8,52.8
C_9bxiv2qm_1,p34,MALADIE,2022-02-01,2022-11-01,2022-11-01,146.6,146.6
C_5holgpnm_1,p501,PREVENTION,2022-02-01,2022-02-01,2022-02-01,73.3,73.3
C_j14ivefr_2,p34,MALADIE,2022-02-01,2022-02-01,2022-02-01,5.43,5.43
C_tv1oc7e4_3,p975,PREVENTION,2022-02-01,2022-02-01,2022-02-01,10.4,10.4
C_tv1oc7e4_1,p975,PREVENTION,2022-02-01,2022-02-01,2022-02-01,53,53.0
C_6rr3x14p_1,p510,PREVENTION,2022-02-01,2022-02-01,2022-02-01,87.6,87.6
C_ltw24ofr_1,p538,PREVENTION,2022-02-01,2022-02-01,2022-02-01,152.82,100.0
C_h0ppt6oc_1,p468,PREVENTION,2022-02-01,2022-02-01,2022-02-01,57,57.0
C_tb32lcgm_1,p1136,MALADIE,2022-02-01,2022-02-01,2022-02-01,124,124.0
C_tb32lcgm_2,p1136,MALADIE,2022-02-01,2022-02-01,2022-02-01,10,10.0
C_godwkf28_4,p345,MALADIE,2022-02-01,2022-02-01,2022-02-01,53.63,53.63
C_x4isrxq4_1,p829,PREVENTION,2022-02-01,2022-02-01,2022-02-01,54,54.0
C_fx8brqhx_1,p504,ACCIDENT,2022-02-01,2022-02-01,2022-03-01,73,58.4
C_godwkf28_1,p345,PREVENTION,2022-02-01,2022-02-01,2022-02-01,148.5,100.0
C_9flp90ul_1,p829,PREVENTION,2022-02-01,2022-02-01,2022-02-01,31.3,31.3
C_lz0j9qlx_2,p302,PREVENTION,2022-02-01,2022-02-01,2022-02-01,7.8,7.8
C_lz0j9qlx_1,p302,PREVENTION,2022-02-01,2022-02-01,2022-02-01,68.9,68.9
C_xm2wrqvs_1,p1083,PREVENTION,2022-02-01,2022-02-01,2022-02-01,63.4,63.4
C_03v2e1h7_3,p268,PREVENTION,2022-02-01,2022-02-01,2022-02-01,5.2,5.2
C_03v2e1h7_1,p268,PREVENTION,2022-02-01,2022-02-01,2022-02-01,58,58.0
C_zsrf6cfa_1,p594,PREVENTION,2022-02-01,2022-03-01,2022-03-01,92.4,32.5
C_btpnuo9c_2,p722,PREVENTION,2022-02-01,2022-02-01,2022-02-01,20.2,20.2
C_btpnuo9c_1,p722,PREVENTION,2022-02-01,2022-02-01,2022-02-01,58,58.0
C_pwrkdjhh_1,p959,MALADIE,2022-02-01,2022-03-01,2022-03-01,90,72.0
C_8aux7r5w_2,p563,MALADIE,2022-02-01,2022-02-01,2022-02-01,13,13.0
C_8aux7r5w_1,p563,MALADIE,2022-02-01,2022-02-01,2022-02-01,39,39.0
C_8aux7r5w_3,p563,MALADIE,2022-02-01,2022-02-01,2022-02-01,14.6,14.6
C_85u9asxi_1,p375,PREVENTION,2022-02-01,2022-02-01,2022-02-01,63,63.0
C_7z8iibk5_1,p1147,PREVENTION,2022-02-01,2022-02-01,2022-02-01,46.5,46.5
C_9os1qpdh_1,p231,PREVENTION,2022-02-01,2022-02-01,2022-02-01,70.1,70.1
C_7h2lwlw2_1,p506,PREVENTION,2022-02-01,2022-02-01,2022-02-01,62,62.0
C_7h2lwlw2_3,p506,PREVENTION,2022-02-01,2022-02-01,2022-02-01,10,10.0
C_kmauc15c_1,p1074,ACCIDENT,2022-02-01,2022-02-01,2022-02-01,59.52,59.52
C_11lo7ebh_1,p139,PREVENTION,2022-02-01,2022-02-01,2022-02-01,51,51.0
C_11lo7ebh_2,p139,PREVENTION,2022-02-01,2022-02-01,2022-02-01,8.5,8.5
C_11lo7ebh_3,p139,PREVENTION,2022-02-01,2022-02-01,2022-02-01,3.1,3.1
C_85u9asxi_2,p375,PREVENTION,2022-02-01,2022-02-01,2022-02-01,35.9,35.9
C_juerx8eq_1,p1092,PREVENTION,2022-02-01,2022-03-01,2022-03-01,45,45.0
C_59qwshsy_1,p504,PREVENTION,2022-02-01,2022-02-01,2022-02-01,68.2,68.2
C_eubc7yjw_1,p160,PREVENTION,2022-02-01,2022-02-01,2022-03-01,28,28.0
C_eubc7yjw_2,p160,PREVENTION,2022-02-01,2022-02-01,2022-03-01,100,72.0
C_0vb5wbhp_1,p640,PREVENTION,2022-02-01,2022-03-01,2022-03-01,58.4,58.4
C_ra1j48r9_2,p1188,PREVENTION,2022-02-01,2022-03-01,2022-03-01,9,9.0
C_ra1j48r9_1,p1188,PREVENTION,2022-02-01,2022-03-01,2022-03-01,50.2,50.2
C_xtboe2p2_1,p834,PREVENTION,2022-02-01,2022-03-01,2022-03-01,35.2,35.2
C_xtboe2p2_2,p834,MALADIE,2022-02-01,2022-03-01,2022-03-01,15,15.0
C_xtboe2p2_3,p834,MALADIE,2022-02-01,2022-03-01,2022-03-01,34,34.0
C_js73mkqj_1,p834,MALADIE,2022-02-01,2022-04-01,2022-04-01,50,50.0
C_5pdgqe91_1,p112,PREVENTION,2022-03-01,2022-03-01,2022-03-01,41.1,41.1
C_k677lre2_3,p1142,PREVENTION,2022-03-01,2022-03-01,2022-03-01,32.4,32.4
C_k677lre2_1,p1142,MALADIE,2022-03-01,2022-03-01,2022-03-01,42,42.0
C_k677lre2_2,p1142,MALADIE,2022-03-01,2022-03-01,2022-03-01,11.9,11.9
C_uzscs3rk_1,p1343,PREVENTION,2022-03-01,2022-03-01,2022-03-01,50.1,50.1
C_uzscs3rk_2,p1343,PREVENTION,2022-03-01,2022-03-01,2022-03-01,10,10.0
C_oveg9mqa_4,p275,PREVENTION,2022-03-01,2022-03-01,2022-03-01,20.5,3.5
C_oveg9mqa_2,p275,MALADIE,2022-03-01,2022-03-01,2022-03-01,4,3.2
C_oveg9mqa_1,p275,MALADIE,2022-03-01,2022-03-01,2022-03-01,40,32.0
C_oveg9mqa_3,p275,PREVENTION,2022-03-01,2022-03-01,2022-03-01,4.5,4.5
C_x7z2y3n2_1,p782,PREVENTION,2022-03-01,2022-04-01,2022-04-01,125.9,100.0
C_i6i9mmt0_1,p1191,PREVENTION,2022-03-01,2022-04-01,2022-04-01,158.1,100.0
C_xz7jrjnh_1,p745,PREVENTION,2022-03-01,2022-03-01,2022-03-01,177,100.0
C_5zfzymcg_1,p615,PREVENTION,2022-03-01,2022-03-01,2022-03-01,177,100.0
C_ecx1y2e0_1,p395,PREVENTION,2022-03-01,2022-03-01,2022-03-01,194.8,100.0
C_yijvl7lx_1,p270,PREVENTION,2022-03-01,2022-03-01,2022-03-01,135,100.0
C_03hu9pah_1,p939,PREVENTION,2022-03-01,2022-03-01,2022-03-01,69.4,69.4
C_03hu9pah_2,p939,PREVENTION,2022-03-01,2022-03-01,2022-03-01,5.2,5.2
C_j2pl6akp_2,p1083,PREVENTION,2022-03-01,2022-03-01,2022-03-01,7.7,7.7
C_j2pl6akp_3,p1083,PREVENTION,2022-03-01,2022-03-01,2022-03-01,6,6.0
C_j2pl6akp_4,p1083,PREVENTION,2022-03-01,2022-03-01,2022-03-01,32.9,22.9
C_j2pl6akp_1,p1083,MALADIE,2022-03-01,2022-03-01,2022-03-01,138.7,138.7
C_j2pl6akp_5,p1083,MALADIE,2022-03-01,2022-03-01,2022-03-01,18.1,18.1
C_t83nb8hu_1,p190,PREVENTION,2022-03-01,2022-03-01,2022-03-01,30.3,30.3
C_D_166837XRG_1,p299,PREVENTION,2022-03-01,2022-03-01,2022-03-01,169,100.0
C_woejmy17_2,p1127,PREVENTION,2022-03-01,2022-03-01,2022-03-01,56.8,56.8
C_woejmy17_1,p1127,PREVENTION,2022-03-01,2022-03-01,2022-03-01,40.6,40.6
C_c9qyhemn_2,p157,MALADIE,2022-03-01,2022-03-01,2022-03-01,15.7,15.7
C_c9qyhemn_1,p157,MALADIE,2022-03-01,2022-03-01,2022-03-01,120.9,120.9
C_sgzpce3i_1,p127,PREVENTION,2022-03-01,2022-03-01,2022-03-01,147,100.0
C_5qkldcr3_1,p734,MALADIE,2022-03-01,2022-03-01,2022-03-01,88,70.4
C_5qkldcr3_2,p734,MALADIE,2022-03-01,2022-03-01,2022-03-01,29.3,23.44
C_0s9jzbqo_1,p434,PREVENTION,2022-03-01,2022-03-01,2022-03-01,555.9,100.0
C_paal6cf4_1,p1263,PREVENTION,2022-03-01,2022-03-01,2022-03-01,64,64.0
C_2hi17c8n_1,p1076,MALADIE,2022-03-01,2022-10-01,2022-10-01,28.3,28.3
C_m82ew3ft_1,p1076,MALADIE,2022-03-01,2022-10-01,2022-10-01,23.5,23.5
C_p6ul76so_1,p483,PREVENTION,2022-03-01,2022-03-01,2022-03-01,8.9,8.9
C_p6ul76so_2,p483,PREVENTION,2022-03-01,2022-03-01,2022-03-01,48.5,48.5
C_fxs5szec_1,p80,PREVENTION,2022-03-01,2022-03-01,2022-03-01,96.67,96.67
C_sd884sgz_7,p1076,MALADIE,2022-03-01,2022-03-01,2022-03-01,38,38.0
C_bhshw9jd_2,p866,PREVENTION,2022-03-01,2022-03-01,2022-03-01,15.35,15.35
C_aiag674s_1,p655,PREVENTION,2022-03-01,2022-03-01,2022-03-01,60.9,60.9
C_j9gkmlik_1,p344,PREVENTION,2022-03-01,2022-03-01,2022-03-01,16,5.0
C_uc14rk5g_2,p976,PREVENTION,2022-03-01,2022-03-01,2022-03-01,3,3.0
C_uc14rk5g_1,p976,PREVENTION,2022-03-01,2022-03-01,2022-03-01,59,59.0
C_tz752zp9_2,p558,MALADIE,2022-03-01,2022-03-01,2022-03-01,10.3,10.3
C_tz752zp9_3,p558,PREVENTION,2022-03-01,2022-03-01,2022-03-01,15.9,15.9
C_tz752zp9_1,p558,MALADIE,2022-03-01,2022-03-01,2022-03-01,56,56.0
C_jthbctyf_1,p834,MALADIE,2022-03-01,2022-03-01,2022-04-01,81,81.0
C_iyb1j70j_1,p1039,PREVENTION,2022-03-01,2022-06-01,2022-06-01,68,68.0
C_t2u41rjz_1,p820,PREVENTION,2022-03-01,2022-03-01,2022-03-01,92.38,92.38
C_api4rdv2_2,p1179,PREVENTION,2022-03-01,2022-03-01,2022-03-01,9,9.0
C_api4rdv2_1,p1179,PREVENTION,2022-03-01,2022-03-01,2022-03-01,66.9,66.9
C_ro0r7llz_2,p454,MALADIE,2022-03-01,2022-03-01,2022-03-01,11.1,11.1
C_ro0r7llz_1,p454,MALADIE,2022-03-01,2022-03-01,2022-03-01,38,38.0
C_swda0048_3,p618,PREVENTION,2022-03-01,2022-06-01,2022-06-01,36.09,36.09
C_swda0048_1,p618,PREVENTION,2022-03-01,2022-06-01,2022-06-01,47,47.0
C_mm2ydwh8_1,p975,PREVENTION,2022-03-01,2022-03-01,2022-03-01,108.4,36.6
C_j9gkmlik_2,p344,MALADIE,2022-03-01,2022-03-01,2022-03-01,61.7,61.7
C_bj9fz04j_1,p1165,ACCIDENT,2022-03-01,2022-03-01,2022-03-01,65,65.0
C_bj9fz04j_2,p1165,ACCIDENT,2022-03-01,2022-03-01,2022-03-01,51.8,51.8
C_u2ge1hgr_2,p623,PREVENTION,2022-03-01,2022-03-01,2022-03-01,12.4,12.4
C_u2ge1hgr_1,p623,PREVENTION,2022-03-01,2022-03-01,2022-03-01,71.6,71.6
C_8a2czbd3_2,p396,PREVENTION,2022-03-01,2022-04-01,2022-04-01,80.5,37.3
C_8a2czbd3_1,p396,PREVENTION,2022-03-01,2022-04-01,2022-04-01,62.7,62.7
C_g32yxpyj_1,p1127,MALADIE,2022-03-01,2022-04-01,2022-06-01,155.4,124.32
C_mumau8i6_1,p651,PREVENTION,2022-03-01,2022-03-01,2022-03-01,69,69.0
C_mumau8i6_3,p651,PREVENTION,2022-03-01,2022-03-01,2022-03-01,6,5.0
C_mumau8i6_2,p651,PREVENTION,2022-03-01,2022-03-01,2022-03-01,26,26.0
C_gtnw7hfp_2,p1039,ACCIDENT,2022-03-01,2022-03-01,2022-03-01,8.2,8.2
C_gtnw7hfp_1,p1039,ACCIDENT,2022-03-01,2022-03-01,2022-03-01,58.01,58.01
C_r1ergq4u_1,p622,PREVENTION,2022-03-01,2022-03-01,2022-03-01,355.6,100.0
C_35funzmv_2,p268,PREVENTION,2022-03-01,2022-03-01,2022-03-01,21.1,21.1
C_44ydb3p4_1,p834,MALADIE,2022-03-01,2022-03-01,2022-04-01,160,160.0
C_k8lsejyi_1,p1076,MALADIE,2022-03-01,2022-10-01,2022-10-01,38,38.0
C_uevjveku_1,p358,MALADIE,2022-03-01,2022-03-01,2022-03-01,69.3,69.3
C_bc4mklxt_1,p633,MALADIE,2022-03-01,2022-03-01,2022-03-01,34,34.0
C_bc4mklxt_2,p633,MALADIE,2022-03-01,2022-03-01,2022-03-01,45.9,45.9
C_papj4q3l_1,p1092,PREVENTION,2022-03-01,2022-03-01,2022-03-01,6.98,6.98
C_gzsppal4_1,p1046,ACCIDENT,2022-03-01,2022-05-01,2022-05-01,35,28.0
C_gzsppal4_2,p1046,ACCIDENT,2022-03-01,2022-05-01,2022-05-01,34.6,27.68
C_fxsop2rh_1,p1076,MALADIE,2022-03-01,2022-10-01,2022-10-01,23.5,23.5
C_k8lsejyi_3,p1076,MALADIE,2022-03-01,2022-10-01,2022-10-01,154.71,154.71
C_er81t265_1,p1076,MALADIE,2022-03-01,2022-10-01,2022-10-01,23.5,23.5
C_egwf9fy9_1,p17,PREVENTION,2022-03-01,2022-03-01,2022-03-01,86.1,86.1
C_74m4b2yh_1,p978,ACCIDENT,2022-03-01,2022-03-01,2022-03-01,148.2,118.56
C_bf4do189_2,p274,PREVENTION,2022-03-01,2022-03-01,2022-03-01,90.79,90.79
C_qjwuia7x_1,p652,ACCIDENT,2022-03-01,2022-03-01,2022-03-01,79.9,63.92
C_sn6ts32w_2,p191,PREVENTION,2022-03-01,2022-03-01,2022-03-01,28.8,15.7
C_27moxwe8_1,p1289,MALADIE,2022-03-01,2022-04-01,2022-04-01,167.4,133.92
C_vuslzfwd_1,p1289,MALADIE,2022-03-01,2022-05-01,2022-06-01,67,53.6
C_vuslzfwd_2,p1289,MALADIE,2022-03-01,2022-05-01,2022-06-01,167.4,133.92
C_rsl2si3u_1,p1147,PREVENTION,2022-03-01,2022-03-01,2022-03-01,54.9,53.5
C_9ewnba5w_4,p1219,PREVENTION,2022-03-01,2022-03-01,2022-03-01,38.2,4.0
C_9ewnba5w_2,p1219,PREVENTION,2022-03-01,2022-03-01,2022-03-01,38,38.0
C_9ewnba5w_1,p1219,PREVENTION,2022-03-01,2022-03-01,2022-03-01,58,58.0
C_5alp3ws0_2,p1052,PREVENTION,2022-03-01,2022-03-01,2022-03-01,2.2,2.2
C_5alp3ws0_3,p1052,PREVENTION,2022-03-01,2022-03-01,2022-03-01,19.7,19.7
C_5alp3ws0_1,p1052,PREVENTION,2022-03-01,2022-03-01,2022-03-01,74.9,74.9
C_hykuf7k1_1,p1092,PREVENTION,2022-03-01,2022-03-01,2022-03-01,40,40.0
C_7msjyslh_1,p192,PREVENTION,2022-03-01,2022-03-01,2022-03-01,18.4,18.4
C_7msjyslh_2,p192,PREVENTION,2022-03-01,2022-03-01,2022-03-01,17.4,17.4
C_sn6ts32w_1,p191,ACCIDENT,2022-03-01,2022-03-01,2022-03-01,707,565.6
C_D_156702DPS_1,p46,PREVENTION,2022-03-01,2022-03-01,2022-04-01,31.2,31.2
C_o77s6tdb_1,p594,MALADIE,2022-03-01,2022-03-01,2022-04-01,43.6,43.6
C_bwxmvnka_3,p1261,PREVENTION,2022-03-01,2022-03-01,2022-03-01,5.35,5.35
C_bwxmvnka_1,p1261,PREVENTION,2022-03-01,2022-03-01,2022-03-01,58,58.0
C_8a7hugke_1,p538,ACCIDENT,2022-03-01,2022-03-01,2022-03-01,66.3,53.04
C_rp1jwv0a_1,p640,PREVENTION,2022-03-01,2022-03-01,2022-03-01,57,41.6
C_iviw3h1o_1,p765,ACCIDENT,2022-03-01,2022-03-01,2022-03-01,108,108.0
C_t4oa00f7_1,p833,PREVENTION,2022-03-01,2022-04-01,2022-04-01,40.7,40.7
C_zwnjzu6k_1,p765,ACCIDENT,2022-03-01,2022-04-01,2022-04-01,392,392.0
C_s4jkx03n_2,p409,MALADIE,2022-03-01,2022-04-01,2022-04-01,8.59,6.87
C_s4jkx03n_1,p409,MALADIE,2022-03-01,2022-04-01,2022-04-01,106.3,85.04
C_qxvu0beo_1,p409,MALADIE,2022-03-01,2022-06-01,2022-06-01,9.1,7.28
C_0olnrce6_1,p409,MALADIE,2022-03-01,2022-09-01,2022-09-01,18.2,14.56
C_2yln31x8_1,p409,MALADIE,2022-03-01,2022-11-01,2022-11-01,9.1,7.28
C_nx7kxh1a_1,p554,PREVENTION,2022-03-01,2022-03-01,2022-03-01,72,72.0
C_hofux8fc_2,p934,PREVENTION,2022-03-01,2022-03-01,2022-03-01,8.6,8.6
C_hofux8fc_1,p934,PREVENTION,2022-03-01,2022-03-01,2022-03-01,82,82.0
C_v6fb9o5c_1,p1148,PREVENTION,2022-03-01,2022-03-01,2022-03-01,522,27.0
C_mkhnrbme_1,p226,PREVENTION,2022-03-01,2022-03-01,2022-03-01,81.3,81.3
C_swi5x65a_1,p1255,PREVENTION,2022-03-01,2022-03-01,2022-03-01,13.2,13.2
C_l15kdeqe_1,p558,MALADIE,2022-03-01,2022-03-01,2022-04-01,120,120.0
C_cp110s8h_1,p834,PREVENTION,2022-03-01,2022-04-01,2022-04-01,215.1,64.8
C_h4jfzg6g_1,p645,PREVENTION,2022-03-01,2022-03-01,2022-04-01,59,59.0
C_4ib6ftdu_1,p1146,MALADIE,2022-03-01,2022-03-01,2022-03-01,77.3,77.3
C_ysp1nwcw_1,p81,PREVENTION,2022-03-01,2022-03-01,2022-04-01,73,73.0
C_ysp1nwcw_2,p81,PREVENTION,2022-03-01,2022-03-01,2022-04-01,27,27.0
C_wr25imn9_1,p337,ACCIDENT,2022-03-01,2022-03-01,2022-04-01,95.5,57.3
C_wr25imn9_2,p337,ACCIDENT,2022-03-01,2022-03-01,2022-04-01,31.8,19.08
C_v82lv3k8_1,p799,PREVENTION,2022-03-01,2022-03-01,2022-04-01,21.5,21.5
C_v82lv3k8_2,p799,PREVENTION,2022-03-01,2022-03-01,2022-04-01,27,27.0
C_za83338p_1,p689,PREVENTION,2022-03-01,2022-03-01,2022-03-01,138.1,100.0
C_10fr86gv_3,p238,PREVENTION,2022-03-01,2022-03-01,2022-03-01,11.2,0.7
C_10fr86gv_1,p238,PREVENTION,2022-03-01,2022-03-01,2022-03-01,57,57.0
C_10fr86gv_2,p238,PREVENTION,2022-03-01,2022-03-01,2022-03-01,42.3,42.3
C_9dymlms2_1,p528,MALADIE,2022-03-01,2022-03-01,2022-03-01,47,37.6
C_t0royjte_1,p454,MALADIE,2022-03-01,2022-04-01,2022-04-01,60,60.0
C_t0royjte_2,p454,MALADIE,2022-03-01,2022-04-01,2022-04-01,5.9,5.9
