claim_act_id,pet_id,claim_type,act_date_month,claim_creation_month,claim_close_month,paid_by_client,claims_reimbursed
C_gy5vm7fx_1,p420,MALADIE,2022-09-01,2022-10-01,2022-10-01,158,126.4
C_alb2lenl_1,p271,MALADIE,2022-09-01,2022-10-01,2022-10-01,16.75,13.4
C_alb2lenl_2,p271,MALADIE,2022-09-01,2022-10-01,2022-10-01,34.75,27.8
C_ie3gplgl_2,p705,MALADIE,2022-09-01,2022-10-01,2022-10-01,51,51.0
C_ie3gplgl_1,p705,MALADIE,2022-09-01,2022-10-01,2022-10-01,45,45.0
C_hjeo2pr3_2,p1062,ACCIDENT,2022-09-01,2022-10-01,2022-11-01,8,6.4
C_hjeo2pr3_1,p1062,ACCIDENT,2022-09-01,2022-10-01,2022-11-01,32,25.6
C_hjeo2pr3_3,p1062,ACCIDENT,2022-09-01,2022-10-01,2022-11-01,5.2,4.16
C_nr4twrlz_3,p420,MALADIE,2022-09-01,2022-11-01,2022-11-01,50.7,40.56
C_nr4twrlz_2,p420,MALADIE,2022-09-01,2022-11-01,2022-11-01,13.8,11.04
C_nr4twrlz_1,p420,MALADIE,2022-09-01,2022-11-01,2022-11-01,14,11.2
C_xsalfwct_1,p15,PREVENTION,2022-10-01,2022-10-01,2022-10-01,10.9,10.9
C_hw1i3gjk_1,p213,MALADIE,2022-10-01,2022-10-01,2022-10-01,115.83,115.83
C_gmwolijw_1,p1289,PREVENTION,2022-10-01,2022-10-01,2022-10-01,49.9,49.9
C_1e2nyhiq_1,p448,MALADIE,2022-10-01,2022-10-01,2022-10-01,48.5,38.8
C_1e2nyhiq_3,p448,MALADIE,2022-10-01,2022-10-01,2022-10-01,12.5,10.0
C_5x4v0c4v_2,p1059,MALADIE,2022-10-01,2022-10-01,2022-10-01,27.1,27.1
C_5x4v0c4v_1,p1059,MALADIE,2022-10-01,2022-10-01,2022-10-01,38.1,38.1
C_e1t4mjzx_1,p599,MALADIE,2022-10-01,2022-10-01,2022-11-01,40,28.0
C_e1t4mjzx_2,p599,MALADIE,2022-10-01,2022-10-01,2022-11-01,34.2,23.94
C_v9z3kvxy_1,p443,MALADIE,2022-10-01,2022-11-01,2022-11-01,33.7,26.96
C_rz1fk68c_2,p135,MALADIE,2022-10-01,2022-10-01,2022-10-01,38,30.4
C_rz1fk68c_1,p135,MALADIE,2022-10-01,2022-10-01,2022-10-01,71,56.8
C_z00hmefw_1,p941,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,446,446.0
C_8cz2hzx2_1,p941,MALADIE,2022-10-01,2022-10-01,2022-10-01,45,45.0
C_8cz2hzx2_2,p941,MALADIE,2022-10-01,2022-10-01,2022-10-01,20.4,20.4
C_2huif88a_1,p411,MALADIE,2022-10-01,2022-10-01,2022-10-01,52,52.0
C_2huif88a_2,p411,PREVENTION,2022-10-01,2022-10-01,2022-10-01,36.95,36.95
C_7bfxhm5f_2,p1094,PREVENTION,2022-10-01,2022-10-01,2022-10-01,8.8,8.8
C_4tg1yjo7_2,p556,PREVENTION,2022-10-01,2022-10-01,2022-10-01,27.7,19.3
C_4tg1yjo7_1,p556,MALADIE,2022-10-01,2022-10-01,2022-10-01,47.11,37.69
C_lg2g8gg8_1,p771,MALADIE,2022-10-01,2022-10-01,2022-10-01,130.7,130.7
C_zro973qd_1,p671,PREVENTION,2022-10-01,2022-10-01,2022-10-01,140.7,100.0
C_t0dbkcud_3,p729,PREVENTION,2022-10-01,2022-11-01,2022-11-01,18.4,18.4
C_t0dbkcud_4,p729,PREVENTION,2022-10-01,2022-11-01,2022-11-01,20.2,20.2
C_t0dbkcud_2,p729,PREVENTION,2022-10-01,2022-11-01,2022-11-01,54,54.0
C_92hwdlah_2,p311,PREVENTION,2022-10-01,2022-10-01,2022-10-01,46,46.0
C_D_182182QQG_1,p832,MALADIE,2022-10-01,2022-10-01,2022-10-01,30.76,30.76
C_0ajsvxsp_1,p1225,PREVENTION,2022-10-01,2022-10-01,2022-10-01,75,75.0
C_hfqmkk73_1,p411,MALADIE,2022-10-01,2022-10-01,2022-10-01,52.05,52.05
C_1ywkzy6i_1,p274,MALADIE,2022-10-01,2022-10-01,2022-10-01,40,32.0
C_je6a8gk9_1,p350,MALADIE,2022-10-01,2022-10-01,2022-10-01,167,167.0
C_zmfhdt3c_1,p941,MALADIE,2022-10-01,2022-10-01,2022-10-01,42.5,42.5
C_r9rxpnau_1,p1259,MALADIE,2022-10-01,2022-10-01,2022-10-01,74.9,74.9
C_r9rxpnau_2,p1259,MALADIE,2022-10-01,2022-10-01,2022-10-01,38,38.0
C_3uk1puk6_1,p1238,MALADIE,2022-10-01,2022-10-01,2022-10-01,59.2,47.36
C_8uky8ubj_2,p406,MALADIE,2022-10-01,2022-10-01,2022-10-01,53.4,53.4
C_8uky8ubj_1,p406,MALADIE,2022-10-01,2022-10-01,2022-10-01,48,48.0
C_kq0c2ohh_1,p726,PREVENTION,2022-10-01,2022-10-01,2022-10-01,451.4,100.0
C_ct5oxr9r_1,p825,PREVENTION,2022-10-01,2022-10-01,2022-10-01,183.5,43.5
C_vh0p94uj_1,p947,PREVENTION,2022-10-01,2022-10-01,2022-10-01,89.5,89.5
C_25wbn3d6_1,p509,MALADIE,2022-10-01,2022-10-01,2022-10-01,76.5,76.5
C_b983es96_1,p153,PREVENTION,2022-10-01,2022-10-01,2022-10-01,72,30.0
C_dtdqskxx_1,p958,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,53.05,42.44
C_l7juynrj_1,p453,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,114.84,114.84
C_566j2xxd_1,p1312,MALADIE,2022-10-01,2022-10-01,2022-10-01,190.5,190.5
C_kacu1qgk_1,p771,MALADIE,2022-10-01,2022-10-01,2022-10-01,251.6,251.6
C_be6ekh85_1,p597,MALADIE,2022-10-01,2022-10-01,2022-10-01,50,50.0
C_be6ekh85_2,p597,MALADIE,2022-10-01,2022-10-01,2022-10-01,36.2,36.2
C_v008m5rq_1,p338,MALADIE,2022-10-01,2022-10-01,2022-10-01,46,46.0
C_v008m5rq_2,p338,MALADIE,2022-10-01,2022-10-01,2022-10-01,9.9,9.9
C_uuvqviju_1,p455,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,47,37.6
C_D_132849XTG_1,p442,MALADIE,2022-10-01,2022-10-01,2022-10-01,60.2,48.16
C_D_132849XTG_2,p442,MALADIE,2022-10-01,2022-10-01,2022-10-01,33.7,26.96
C_l9i2qx0e_1,p1061,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,33.2,33.2
C_l9i2qx0e_2,p1061,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,4.6,4.6
C_l9i2qx0e_3,p1061,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,25.8,25.8
C_vn03mou9_7,p738,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,10.8,10.8
C_vn03mou9_5,p738,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,59.4,59.4
C_vn03mou9_3,p738,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,475.8,475.8
C_vn03mou9_4,p738,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,86.1,86.1
C_vn03mou9_1,p738,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,129.4,129.4
C_vn03mou9_6,p738,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,21.5,21.5
C_vn03mou9_2,p738,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,12.3,12.3
C_bgtwbtd8_1,p771,MALADIE,2022-10-01,2022-11-01,2022-11-01,109.2,109.2
C_6r64wbug_1,p978,PREVENTION,2022-10-01,2022-10-01,2022-10-01,5.05,05.05
C_6r64wbug_2,p978,PREVENTION,2022-10-01,2022-10-01,2022-10-01,31.71,31.71
C_j0iw9y7e_2,p778,MALADIE,2022-10-01,2022-10-01,2022-10-01,141.9,113.52
C_j0iw9y7e_1,p778,MALADIE,2022-10-01,2022-10-01,2022-10-01,37,29.6
C_p75tqcto_1,p1290,PREVENTION,2022-10-01,2022-10-01,2022-10-01,25.2,25.2
C_64lnyzy9_1,p276,PREVENTION,2022-10-01,2022-10-01,2022-10-01,50.6,50.6
C_D_199424LJN_1,p197,PREVENTION,2022-10-01,2022-10-01,2022-10-01,109.8,100.0
C_2itfruiy_3,p518,PREVENTION,2022-10-01,2022-10-01,2022-10-01,18.8,18.8
C_2itfruiy_1,p518,PREVENTION,2022-10-01,2022-10-01,2022-10-01,60,60.0
C_p8p5wtkb_1,p366,PREVENTION,2022-10-01,2022-10-01,2022-10-01,91.3,91.3
C_p8p5wtkb_2,p366,PREVENTION,2022-10-01,2022-10-01,2022-10-01,53,8.7
C_huc1rid4_1,p718,PREVENTION,2022-10-01,2022-10-01,2022-10-01,95,95.0
C_15w81g47_1,p951,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,63,63.0
C_f5uk8v5v_1,p1256,MALADIE,2022-10-01,2022-10-01,2022-10-01,71.5,57.2
C_op7go3su_1,p327,MALADIE,2022-10-01,2022-10-01,2022-10-01,95,95.0
C_5uvn2jpd_2,p327,MALADIE,2022-10-01,2022-11-01,2022-11-01,33.7,33.7
C_5uvn2jpd_1,p327,MALADIE,2022-10-01,2022-11-01,2022-11-01,235,235.0
C_xvq820t7_1,p1190,PREVENTION,2022-10-01,2022-10-01,2022-10-01,71,14.0
C_qi2eb9bv_1,p401,PREVENTION,2022-10-01,2022-10-01,2022-10-01,54.4,41.9
C_1j3t70ej_1,p1096,PREVENTION,2022-10-01,2022-10-01,2022-10-01,55,55.0
C_v0pi8a5y_1,p1112,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,64.5,64.5
C_av7rc04f_2,p594,MALADIE,2022-10-01,2022-10-01,2022-10-01,18.8,18.8
C_av7rc04f_1,p594,MALADIE,2022-10-01,2022-10-01,2022-10-01,50,50.0
C_tl6vrg2i_1,p195,PREVENTION,2022-10-01,2022-10-01,2022-10-01,64,64.0
C_tl6vrg2i_2,p195,PREVENTION,2022-10-01,2022-10-01,2022-10-01,5.3,5.3
C_vkf5s8v7_1,p1091,PREVENTION,2022-10-01,2022-10-01,2022-10-01,169,100.0
C_3tvw2ou1_1,p313,PREVENTION,2022-10-01,2022-10-01,2022-10-01,103.9,100.0
C_exs60w8k_1,p317,PREVENTION,2022-10-01,2022-10-01,2022-10-01,170,100.0
C_o92x83x0_1,p1117,PREVENTION,2022-10-01,2022-10-01,2022-10-01,43.02,43.02
C_D_197279OUH_1,p437,MALADIE,2022-10-01,2022-10-01,2022-10-01,77,77.0
C_D_197279OUH_2,p437,MALADIE,2022-10-01,2022-10-01,2022-10-01,15,15.0
C_3o103tjd_2,p487,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,41.6,41.6
C_3o103tjd_1,p487,PREVENTION,2022-10-01,2022-10-01,2022-10-01,215.4,100.0
C_iesyelxz_2,p1335,MALADIE,2022-10-01,2022-10-01,2022-10-01,59,59.0
C_iesyelxz_1,p1335,MALADIE,2022-10-01,2022-10-01,2022-10-01,39,39.0
C_4edw0bdq_2,p443,MALADIE,2022-10-01,2022-10-01,2022-10-01,151.38,121.1
C_4edw0bdq_1,p443,MALADIE,2022-10-01,2022-10-01,2022-10-01,110.8,88.64
C_szgygq7g_1,p422,MALADIE,2022-10-01,2022-10-01,2022-11-01,71,56.8
C_y17ol7q1_2,p831,MALADIE,2022-10-01,2022-10-01,2022-10-01,28,25.2
C_y17ol7q1_1,p831,MALADIE,2022-10-01,2022-10-01,2022-10-01,42,37.8
C_n4k5kp5w_1,p81,MALADIE,2022-10-01,2022-10-01,2022-10-01,58,58.0
C_n4k5kp5w_2,p81,MALADIE,2022-10-01,2022-10-01,2022-10-01,29.4,29.4
C_tfx33wcv_1,p644,MALADIE,2022-10-01,2022-10-01,2022-10-01,39.2,31.36
C_tfx33wcv_2,p644,MALADIE,2022-10-01,2022-10-01,2022-10-01,50.14,40.11
C_2fbz2rc2_1,p644,MALADIE,2022-10-01,2022-10-01,2022-10-01,206.92,165.54
C_jamfr0ck_1,p821,PREVENTION,2022-10-01,2022-10-01,2022-10-01,120,7.55
C_0uyyiap4_1,p597,PREVENTION,2022-10-01,2022-10-01,2022-10-01,66,66.0
C_0jw2rmgz_1,p982,MALADIE,2022-10-01,2022-10-01,2022-10-01,32,32.0
C_0jw2rmgz_2,p982,MALADIE,2022-10-01,2022-10-01,2022-10-01,9.38,9.38
C_syu862ao_1,p1199,MALADIE,2022-10-01,2022-10-01,2022-10-01,161,161.0
C_syu862ao_2,p1199,MALADIE,2022-10-01,2022-10-01,2022-10-01,16.7,16.7
C_x2sm19mb_1,p1225,PREVENTION,2022-10-01,2022-10-01,2022-10-01,27.47,25.0
C_hhm9qvcq_3,p148,MALADIE,2022-10-01,2022-10-01,2022-10-01,26.2,26.2
C_hhm9qvcq_2,p148,MALADIE,2022-10-01,2022-10-01,2022-10-01,38,38.0
C_hhm9qvcq_4,p148,MALADIE,2022-10-01,2022-10-01,2022-10-01,113,113.0
C_hhm9qvcq_1,p148,MALADIE,2022-10-01,2022-10-01,2022-10-01,68,68.0
C_o5h5imu8_2,p982,MALADIE,2022-10-01,2022-10-01,2022-10-01,24.3,24.3
C_o5h5imu8_1,p982,MALADIE,2022-10-01,2022-10-01,2022-10-01,266.6,266.6
C_s76baf5v_1,p494,MALADIE,2022-10-01,2022-10-01,2022-10-01,382.2,382.2
C_s76baf5v_2,p494,MALADIE,2022-10-01,2022-10-01,2022-10-01,73.15,73.15
C_ed14de8d_3,p1147,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,16,16.0
C_ed14de8d_2,p1147,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,30.5,30.5
C_ed14de8d_1,p1147,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,65.5,65.5
C_9oyazzzz_1,p126,PREVENTION,2022-10-01,2022-10-01,2022-10-01,29.2,29.2
C_5elzl8g0_1,p311,MALADIE,2022-10-01,2022-10-01,2022-10-01,120,120.0
C_rjhwbl98_2,p896,MALADIE,2022-10-01,2022-10-01,2022-10-01,14.49,11.59
C_rjhwbl98_1,p896,MALADIE,2022-10-01,2022-10-01,2022-10-01,64.01,51.21
C_mx780y6g_2,p835,MALADIE,2022-10-01,2022-10-01,2022-10-01,65.7,65.7
C_mx780y6g_1,p835,MALADIE,2022-10-01,2022-10-01,2022-10-01,50,50.0
C_p34kbue3_2,p749,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,63,63.0
C_p34kbue3_1,p749,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,43,43.0
C_jare4e6c_1,p47,PREVENTION,2022-10-01,2022-10-01,2022-11-01,77,77.0
C_jare4e6c_3,p47,PREVENTION,2022-10-01,2022-10-01,2022-11-01,2.8,2.8
C_jare4e6c_2,p47,PREVENTION,2022-10-01,2022-10-01,2022-11-01,14.8,14.8
C_qzxs07ji_1,p838,MALADIE,2022-10-01,2022-10-01,2022-11-01,33,33.0
C_qzxs07ji_3,p838,MALADIE,2022-10-01,2022-10-01,2022-11-01,16,16.0
C_cbknminn_3,p311,MALADIE,2022-10-01,2022-11-01,2022-11-01,24,24.0
C_cbknminn_1,p311,MALADIE,2022-10-01,2022-11-01,2022-11-01,44,44.0
C_cbknminn_2,p311,MALADIE,2022-10-01,2022-11-01,2022-11-01,82.4,82.4
C_ou3ibyvh_3,p757,PREVENTION,2022-10-01,2022-10-01,2022-11-01,32.3,32.3
C_ou3ibyvh_2,p757,MALADIE,2022-10-01,2022-10-01,2022-11-01,25.5,20.4
C_ou3ibyvh_1,p757,MALADIE,2022-10-01,2022-10-01,2022-11-01,50.5,40.4
C_v79kg2n3_1,p1049,PREVENTION,2022-10-01,2022-10-01,2022-10-01,255.95,12.5
C_obyencgi_3,p542,PREVENTION,2022-10-01,2022-10-01,2022-10-01,39.6,34.1
C_obyencgi_2,p542,MALADIE,2022-10-01,2022-10-01,2022-10-01,43.3,34.64
C_obyencgi_1,p542,MALADIE,2022-10-01,2022-10-01,2022-10-01,38,30.4
C_6tcq1pgp_1,p657,PREVENTION,2022-10-01,2022-10-01,2022-10-01,40,24.6
C_v09boq0e_3,p590,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,25,20.0
C_v09boq0e_1,p590,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,36,28.8
C_v09boq0e_2,p590,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,2,1.6
C_6t3mbqjc_1,p446,MALADIE,2022-10-01,2022-10-01,2022-11-01,58,46.4
C_8kqv3zsb_2,p429,MALADIE,2022-10-01,2022-10-01,2022-11-01,49.1,49.1
C_8kqv3zsb_1,p429,MALADIE,2022-10-01,2022-10-01,2022-11-01,33,33.0
C_2xrqoi6o_2,p1089,PREVENTION,2022-10-01,2022-10-01,2022-10-01,38.2,12.0
C_2xrqoi6o_1,p1089,PREVENTION,2022-10-01,2022-10-01,2022-10-01,88,88.0
C_7owb7qjc_1,p1124,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,49.5,39.6
C_qsd2a58n_1,p948,PREVENTION,2022-10-01,2022-10-01,2022-10-01,4.9,4.9
C_x0humob7_1,p306,PREVENTION,2022-10-01,2022-10-01,2022-10-01,75,17.1
C_osbj8tf2_2,p83,MALADIE,2022-10-01,2022-10-01,2022-10-01,76.1,76.1
C_osbj8tf2_1,p83,MALADIE,2022-10-01,2022-10-01,2022-10-01,39.8,39.8
C_qseu2k30_1,p823,PREVENTION,2022-10-01,2022-10-01,2022-10-01,13,1.2
C_8twncjo3_1,p495,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,58.8,47.04
C_8twncjo3_2,p495,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,23.6,18.88
C_xbjyh614_1,p121,MALADIE,2022-10-01,2022-10-01,2022-10-01,47,37.6
C_xbjyh614_2,p121,MALADIE,2022-10-01,2022-10-01,2022-10-01,28.8,23.04
C_46e51x9a_3,p453,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,32.74,32.74
C_46e51x9a_2,p453,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,42.39,42.39
C_46e51x9a_1,p453,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,95,95.0
C_xwobx3cz_1,p84,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,42,42.0
C_xwobx3cz_2,p84,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,29,29.0
C_mqq1fwxk_2,p513,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,20,20.0
C_mqq1fwxk_1,p513,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,130,130.0
C_4at4r194_1,p99,PREVENTION,2022-10-01,2022-10-01,2022-10-01,67,67.0
C_fihhntrh_1,p505,PREVENTION,2022-10-01,2022-10-01,2022-10-01,35,35.0
C_fihhntrh_3,p505,PREVENTION,2022-10-01,2022-10-01,2022-10-01,21.8,10.95
C_h83m0s6o_2,p884,MALADIE,2022-10-01,2022-10-01,2022-10-01,64.28,51.42
C_h83m0s6o_1,p884,MALADIE,2022-10-01,2022-10-01,2022-10-01,38,30.4
C_wn0fu7d8_1,p496,MALADIE,2022-10-01,2022-10-01,2022-10-01,46,46.0
C_2cwx7eul_1,p1231,PREVENTION,2022-10-01,2022-10-01,2022-10-01,130.7,100.0
C_6rk7v8wv_2,p3,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,14.8,14.8
C_6rk7v8wv_1,p3,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,173.4,173.4
C_3xup6taz_2,p1203,MALADIE,2022-10-01,2022-10-01,2022-11-01,16.3,16.3
C_3xup6taz_1,p1203,MALADIE,2022-10-01,2022-10-01,2022-11-01,37.3,37.3
C_ttuakz8r_1,p224,PREVENTION,2022-10-01,2022-10-01,2022-10-01,141.67,100.0
C_4vbhdw20_1,p268,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,37,37.0
C_4vbhdw20_2,p268,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,28.4,28.4
C_96wtnkqi_1,p978,PREVENTION,2022-10-01,2022-10-01,2022-10-01,55,17.37
C_wn0fu7d8_2,p496,MALADIE,2022-10-01,2022-10-01,2022-10-01,23.9,23.9
C_37jkwbhe_1,p995,PREVENTION,2022-10-01,2022-10-01,2022-10-01,69.4,69.4
C_g47vuxyd_3,p1230,PREVENTION,2022-10-01,2022-10-01,2022-10-01,4.15,4.15
C_g47vuxyd_1,p1230,PREVENTION,2022-10-01,2022-10-01,2022-10-01,61.62,61.62
C_g47vuxyd_2,p1230,PREVENTION,2022-10-01,2022-10-01,2022-10-01,12.11,12.11
C_e0q45qic_1,p161,MALADIE,2022-10-01,2022-10-01,2022-10-01,41.8,41.8
C_e0q45qic_2,p161,MALADIE,2022-10-01,2022-10-01,2022-10-01,50.7,50.7
C_e0q45qic_3,p161,PREVENTION,2022-10-01,2022-10-01,2022-10-01,21,11.2
C_45fe6a5p_2,p539,MALADIE,2022-10-01,2022-10-01,2022-10-01,22.2,22.2
C_y3jmcf5q_2,p776,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,44.5,35.6
C_y3jmcf5q_1,p776,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,45,36.0
C_vh2b231o_1,p504,ACCIDENT,2022-10-01,2022-11-01,2022-11-01,45,36.0
C_vh2b231o_2,p504,ACCIDENT,2022-10-01,2022-11-01,2022-11-01,22.2,17.76
C_ku4dipma_1,p1010,PREVENTION,2022-10-01,2022-10-01,2022-10-01,50.4,50.4
C_vsca1mqz_1,p642,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,127.99,102.39
C_vsca1mqz_2,p642,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,61.91,49.53
C_k1xkgn8p_1,p1109,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,103.9,103.9
C_zn9ocbun_2,p326,MALADIE,2022-10-01,2022-10-01,2022-11-01,18,18.0
C_zn9ocbun_1,p326,MALADIE,2022-10-01,2022-10-01,2022-11-01,48,48.0
C_intwc8ox_2,p416,MALADIE,2022-10-01,2022-10-01,2022-11-01,50.3,40.24
C_intwc8ox_1,p416,MALADIE,2022-10-01,2022-10-01,2022-11-01,35,28.0
C_grq2pk53_2,p416,MALADIE,2022-10-01,2022-11-01,2022-11-01,15,12.0
C_grq2pk53_1,p416,MALADIE,2022-10-01,2022-11-01,2022-11-01,21.6,17.28
C_506wvxum_2,p851,ACCIDENT,2022-10-01,2022-11-01,2022-11-01,30.3,18.18
C_506wvxum_1,p851,ACCIDENT,2022-10-01,2022-11-01,2022-11-01,34.3,20.58
C_ilmyczu0_1,p598,MALADIE,2022-10-01,2022-11-01,2022-11-01,43,43.0
C_ilmyczu0_2,p598,MALADIE,2022-10-01,2022-11-01,2022-11-01,41.4,41.4
C_djpfn50g_1,p1251,PREVENTION,2022-10-01,2022-10-01,2022-10-01,163,100.0
C_7e4j4jqn_2,p438,MALADIE,2022-10-01,2022-10-01,2022-10-01,28.55,28.55
C_7e4j4jqn_1,p438,MALADIE,2022-10-01,2022-10-01,2022-10-01,98.9,98.9
C_c7hbhphu_3,p1165,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,14.1,14.1
C_nmokfs1f_1,p873,PREVENTION,2022-10-01,2022-10-01,2022-10-01,124.2,100.0
C_qzxs07ji_2,p838,MALADIE,2022-10-01,2022-10-01,2022-11-01,13,13.0
C_flg0bay7_3,p1064,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,3.36,03.02
C_flg0bay7_2,p1064,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,7.5,6.75
C_flg0bay7_1,p1064,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,39.4,35.46
C_tb850y5j_2,p553,PREVENTION,2022-10-01,2022-10-01,2022-10-01,53,53.0
C_7ugwqugq_1,p1096,PREVENTION,2022-10-01,2022-10-01,2022-10-01,35,35.0
C_d9ov4pgv_2,p60,PREVENTION,2022-10-01,2022-10-01,2022-10-01,29,29.0
C_d9ov4pgv_1,p60,PREVENTION,2022-10-01,2022-10-01,2022-10-01,36,36.0
C_p2n4une2_1,p1166,MALADIE,2022-10-01,2022-10-01,2022-10-01,55.5,44.4
C_p2n4une2_2,p1166,MALADIE,2022-10-01,2022-10-01,2022-10-01,25.9,20.72
C_sdh6se36_3,p1150,PREVENTION,2022-10-01,2022-10-01,2022-10-01,55.8,43.0
C_sdh6se36_2,p1150,PREVENTION,2022-10-01,2022-10-01,2022-10-01,15,15.0
C_sdh6se36_1,p1150,PREVENTION,2022-10-01,2022-10-01,2022-10-01,42,42.0
C_bea8srdf_1,p1007,PREVENTION,2022-10-01,2022-10-01,2022-10-01,70.8,70.8
C_c7hbhphu_1,p1165,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,37,37.0
C_c7hbhphu_2,p1165,ACCIDENT,2022-10-01,2022-10-01,2022-10-01,33.5,33.5
C_aqt26wc1_1,p204,PREVENTION,2022-10-01,2022-10-01,2022-10-01,70,52.0
C_j9vp39sj_2,p1356,MALADIE,2022-10-01,2022-10-01,2022-10-01,29.2,26.28
C_j9vp39sj_1,p1356,MALADIE,2022-10-01,2022-10-01,2022-10-01,42,37.8
C_wd763l44_1,p548,PREVENTION,2022-10-01,2022-11-01,2022-11-01,68,67.0
C_98f9cu0u_1,p435,MALADIE,2022-10-01,2022-10-01,2022-11-01,70,70.0
C_hrk4y5vj_2,p902,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,11,8.8
C_hrk4y5vj_3,p902,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,15.2,12.16
C_hrk4y5vj_1,p902,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,41,32.8
C_wf1o8jvb_1,p1348,PREVENTION,2022-10-01,2022-10-01,2022-10-01,98,98.0
C_wf1o8jvb_2,p1348,PREVENTION,2022-10-01,2022-10-01,2022-10-01,28,2.0
C_o3kxxj75_1,p134,PREVENTION,2022-10-01,2022-10-01,2022-10-01,28.2,24.9
C_lu2n4u2x_1,p751,PREVENTION,2022-10-01,2022-10-01,2022-10-01,112,100.0
C_lvyf252n_1,p642,PREVENTION,2022-10-01,2022-10-01,2022-10-01,26.5,11.5
C_f1a8ix33_1,p407,MALADIE,2022-10-01,2022-10-01,2022-10-01,55,44.0
C_185vs384_1,p796,PREVENTION,2022-10-01,2022-10-01,2022-10-01,92,92.0
C_okppccqz_1,p1148,MALADIE,2022-10-01,2022-10-01,2022-10-01,48,48.0
C_mk8m2h30_1,p1145,MALADIE,2022-10-01,2022-10-01,2022-11-01,38.11,30.49
C_mk8m2h30_2,p1145,MALADIE,2022-10-01,2022-10-01,2022-11-01,9.78,7.82
C_klcp8esf_1,p1356,MALADIE,2022-10-01,2022-11-01,2022-11-01,22,19.8
C_klcp8esf_3,p1356,MALADIE,2022-10-01,2022-11-01,2022-11-01,16.1,14.49
C_klcp8esf_2,p1356,MALADIE,2022-10-01,2022-11-01,2022-11-01,24,21.6
C_bgyeb36z_1,p539,ACCIDENT,2022-10-01,2022-11-01,2022-11-01,25,25.0
C_bgyeb36z_2,p539,ACCIDENT,2022-10-01,2022-11-01,2022-11-01,25.2,25.2
C_D_174818TLW_1,p1180,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,40.5,40.5
C_D_174818TLW_2,p1180,ACCIDENT,2022-10-01,2022-10-01,2022-11-01,28.8,28.8
C_b6r9z7pj_1,p544,PREVENTION,2022-10-01,2022-10-01,2022-10-01,144,100.0
C_aey5va57_1,p432,PREVENTION,2022-10-01,2022-10-01,2022-10-01,34.6,21.59
C_8s6svsoi_1,p1100,PREVENTION,2022-10-01,2022-10-01,2022-10-01,42,42.0
C_6wtpsfdn_3,p962,MALADIE,2022-10-01,2022-10-01,2022-10-01,80.8,64.64
